BARRIO;METROS;HABITACIONES;PRECIO_TOTAL;PRECIO_M2;PRECIO_M2_BARRIO;DIFERENCIA;OPORTUNIDAD
Villa de Vallecas;131;4;753.995 €;5756;6684;-928.31;OPORTUNIDAD
Arganzuela;134;3;733.488 €;5474;6191;-717.21;OPORTUNIDAD
Villa de Vallecas;92;4;436.508 €;4745;4179;565.66;NORMAL
Puente de Vallecas;86;2;403.511 €;4692;5233;-541.0;OPORTUNIDAD
Salamanca;71;5;400.998 €;5648;6566;-918.13;OPORTUNIDAD
San Blas;142;5;645.384 €;4545;4000;544.96;NORMAL
Centro;70;5;431.019 €;6157;6170;-12.58;NORMAL
Salamanca;139;1;708.956 €;5100;4427;673.4;NORMAL
Tetuan;130;3;377.348 €;2903;2504;398.68;NORMAL
Puente de Vallecas;129;5;802.951 €;6224;5682;542.43;NORMAL
Villa de Vallecas;84;5;620.312 €;7385;6788;596.67;NORMAL
Vicalvaro;125;2;797.940 €;6384;6182;201.52;NORMAL
Villa de Vallecas;131;5;886.404 €;6766;5703;1063.44;NORMAL
Salamanca;139;2;886.320 €;6376;5792;584.41;NORMAL
Salamanca;62;4;182.636 €;2946;2775;170.74;NORMAL
Usera;89;5;412.424 €;4634;5194;-560.02;OPORTUNIDAD
Arganzuela;106;5;737.986 €;6962;6598;364.14;NORMAL
Puente de Vallecas;63;5;283.758 €;4504;3896;608.11;NORMAL
Villaverde;83;1;375.677 €;4526;4599;-72.76;NORMAL
Ciudad Lineal;45;4;139.442 €;3099;2796;302.72;NORMAL
Chamberi;46;3;147.147 €;3199;3049;149.87;NORMAL
Tetuan;97;1;241.971 €;2495;3070;-575.45;OPORTUNIDAD
Centro;52;1;282.741 €;5437;5997;-559.66;NORMAL
Chamartin;61;5;310.992 €;5098;5467;-368.76;NORMAL
Chamartin;47;1;239.309 €;5092;5329;-237.31;NORMAL
Hortaleza;108;1;539.488 €;4995;5660;-664.74;OPORTUNIDAD
Carabanchel;138;2;761.449 €;5518;6145;-627.25;OPORTUNIDAD
Barajas;43;3;260.325 €;6054;6208;-153.92;NORMAL
Puente de Vallecas;46;2;162.538 €;3533;3186;347.44;NORMAL
Ciudad Lineal;91;2;451.538 €;4962;5634;-672.04;OPORTUNIDAD
Carabanchel;121;3;493.997 €;4083;3508;574.63;NORMAL
Carabanchel;72;5;316.652 €;4398;5228;-830.05;OPORTUNIDAD
Tetuan;118;1;527.166 €;4468;4764;-296.49;NORMAL
Arganzuela;93;4;341.555 €;3673;3582;90.64;NORMAL
Arganzuela;143;2;442.994 €;3098;3203;-105.13;NORMAL
Arganzuela;42;1;160.924 €;3832;3875;-43.46;NORMAL
Arganzuela;142;1;838.321 €;5904;5126;777.67;NORMAL
Barajas;102;2;736.825 €;7224;6204;1019.78;NORMAL
Moncloa;61;4;354.870 €;5818;6794;-976.45;OPORTUNIDAD
San Blas;143;4;327.863 €;2293;2817;-524.25;OPORTUNIDAD
Hortaleza;60;3;218.050 €;3634;4141;-506.82;OPORTUNIDAD
Barajas;72;4;498.926 €;6930;5856;1073.53;NORMAL
Centro;144;1;340.015 €;2361;2652;-290.78;OPORTUNIDAD
Chamartin;62;3;385.621 €;6220;5424;795.71;NORMAL
Moratalaz;96;2;739.178 €;7700;6944;755.77;NORMAL
Hortaleza;69;4;234.561 €;3399;3744;-344.56;NORMAL
Moratalaz;131;3;498.919 €;3809;3602;206.55;NORMAL
Retiro;98;2;541.312 €;5524;6290;-766.41;OPORTUNIDAD
Ciudad Lineal;42;2;241.162 €;5742;6444;-702.05;OPORTUNIDAD
Puente de Vallecas;71;5;407.925 €;5745;6011;-265.57;NORMAL
Villaverde;106;2;499.483 €;4712;5450;-737.89;OPORTUNIDAD
San Blas;91;3;508.901 €;5592;6236;-643.68;OPORTUNIDAD
Carabanchel;93;5;303.535 €;3264;3751;-487.18;OPORTUNIDAD
Centro;58;3;346.651 €;5977;5431;545.75;NORMAL
San Blas;79;2;254.347 €;3220;2936;283.59;NORMAL
Chamartin;150;4;786.415 €;5243;5040;202.77;NORMAL
Vicalvaro;131;2;650.268 €;4964;4234;729.88;NORMAL
Chamberi;46;4;139.598 €;3035;2771;263.75;NORMAL
Latina;120;2;257.140 €;2143;2558;-415.17;OPORTUNIDAD
Tetuan;138;4;780.363 €;5655;6640;-985.19;OPORTUNIDAD
Chamartin;97;1;566.430 €;5839;5819;20.49;NORMAL
Latina;89;5;432.048 €;4854;4567;287.48;NORMAL
Carabanchel;142;5;773.276 €;5446;5500;-54.39;NORMAL
Moncloa;70;1;423.631 €;6052;6733;-681.12;OPORTUNIDAD
Chamberi;76;2;493.939 €;6499;5995;504.2;NORMAL
Retiro;119;1;570.892 €;4797;5428;-630.58;OPORTUNIDAD
Barajas;107;1;316.398 €;2957;3011;-54.01;NORMAL
Puente de Vallecas;86;3;393.264 €;4573;4037;535.84;NORMAL
Tetuan;83;3;536.199 €;6460;5656;804.24;NORMAL
Ciudad Lineal;82;3;538.127 €;6563;5725;837.53;NORMAL
Retiro;133;1;709.544 €;5335;5170;164.92;NORMAL
Arganzuela;110;1;496.312 €;4512;4033;478.94;NORMAL
Vicalvaro;71;1;425.431 €;5992;6933;-941.01;OPORTUNIDAD
Arganzuela;92;2;526.657 €;5725;5306;418.54;NORMAL
Villa de Vallecas;106;2;635.273 €;5993;6000;-6.86;NORMAL
San Blas;55;1;347.484 €;6318;6243;74.89;NORMAL
San Blas;64;1;184.196 €;2878;2661;217.07;NORMAL
Hortaleza;113;4;535.666 €;4740;4748;-7.59;NORMAL
Chamberi;146;4;569.808 €;3903;3503;399.8;NORMAL
San Blas;141;1;445.001 €;3156;3746;-589.96;OPORTUNIDAD
San Blas;48;5;203.938 €;4249;3850;398.73;NORMAL
Ciudad Lineal;65;4;262.786 €;4043;4919;-876.13;OPORTUNIDAD
Carabanchel;104;4;649.868 €;6249;5949;299.74;NORMAL
Latina;67;1;159.868 €;2386;2733;-346.9;OPORTUNIDAD
San Blas;42;1;131.500 €;3131;3050;80.97;NORMAL
Barajas;58;5;335.121 €;5778;5159;618.96;NORMAL
Villaverde;81;3;428.697 €;5293;6437;-1144.44;OPORTUNIDAD
Barajas;89;2;367.116 €;4125;3960;164.91;NORMAL
Tetuan;88;4;305.214 €;3468;3277;191.35;NORMAL
Salamanca;41;1;264.290 €;6446;6440;6.11;NORMAL
Villa de Vallecas;99;5;585.660 €;5916;5900;15.76;NORMAL
Retiro;140;2;498.800 €;3563;3280;282.86;NORMAL
Chamberi;66;2;400.282 €;6065;6593;-528.11;NORMAL
Hortaleza;49;3;124.677 €;2544;2865;-320.57;OPORTUNIDAD
Moratalaz;110;4;412.780 €;3753;4324;-571.45;OPORTUNIDAD
Puente de Vallecas;118;5;465.225 €;3943;4110;-167.41;NORMAL
San Blas;137;3;502.557 €;3668;3715;-46.7;NORMAL
Tetuan;104;3;544.994 €;5240;4751;489.33;NORMAL
Barajas;124;4;578.342 €;4664;4382;282.05;NORMAL
Ciudad Lineal;107;5;485.616 €;4538;3829;709.48;NORMAL
San Blas;57;4;245.116 €;4300;3980;320.28;NORMAL
Barajas;138;4;456.787 €;3310;4085;-774.94;OPORTUNIDAD
Villa de Vallecas;133;3;454.290 €;3416;2847;568.72;NORMAL
Ciudad Lineal;103;3;637.488 €;6189;6849;-659.8;NORMAL
Arganzuela;136;3;811.996 €;5971;6161;-190.43;NORMAL
Latina;116;4;278.294 €;2399;2608;-208.91;NORMAL
Puente de Vallecas;119;2;362.568 €;3047;3074;-27.21;NORMAL
Moncloa;54;3;336.888 €;6239;5333;905.68;NORMAL
Salamanca;131;1;518.300 €;3956;3450;506.5;NORMAL
Arganzuela;119;5;783.374 €;6583;5766;816.98;NORMAL
Vicalvaro;41;3;232.618 €;5674;6336;-662.38;OPORTUNIDAD
San Blas;59;4;288.856 €;4896;4662;233.86;NORMAL
Vicalvaro;148;1;861.888 €;5824;4988;835.57;NORMAL
Villa de Vallecas;75;5;212.617 €;2835;3067;-232.1;NORMAL
Latina;40;1;148.352 €;3709;3250;458.82;NORMAL
San Blas;89;2;288.598 €;3243;2967;275.68;NORMAL
San Blas;46;1;229.929 €;4998;4278;720.48;NORMAL
Vicalvaro;56;2;389.719 €;6959;6217;742.28;NORMAL
Usera;72;1;433.248 €;6017;5115;902.34;NORMAL
Centro;52;1;347.813 €;6689;5718;970.72;NORMAL
Moncloa;92;4;387.233 €;4209;3530;679.06;NORMAL
Centro;77;5;296.994 €;3857;3573;284.07;NORMAL
Hortaleza;48;5;230.119 €;4794;5257;-462.84;NORMAL
San Blas;69;2;257.410 €;3731;3448;282.59;NORMAL
Latina;143;3;875.777 €;6124;5849;275.32;NORMAL
Ciudad Lineal;129;2;538.174 €;4172;4206;-34.1;NORMAL
Salamanca;68;3;304.961 €;4485;4848;-363.27;NORMAL
Moratalaz;102;5;657.012 €;6441;6046;395.3;NORMAL
Puente de Vallecas;124;2;725.466 €;5851;5064;786.54;NORMAL
Tetuan;59;3;385.613 €;6536;5660;875.83;NORMAL
Ciudad Lineal;107;5;608.205 €;5684;5485;199.16;NORMAL
Villa de Vallecas;109;1;470.959 €;4321;3614;706.73;NORMAL
Retiro;95;3;431.449 €;4542;4781;-239.42;NORMAL
Retiro;50;3;360.910 €;7218;6453;765.2;NORMAL
Carabanchel;118;5;272.317 €;2308;2682;-374.23;OPORTUNIDAD
San Blas;101;2;475.072 €;4704;3956;747.69;NORMAL
Retiro;89;3;541.310 €;6082;5881;201.14;NORMAL
Moncloa;75;3;315.258 €;4203;3677;526.45;NORMAL
Centro;126;1;587.480 €;4663;4382;280.54;NORMAL
Villa de Vallecas;109;2;489.321 €;4489;3940;549.18;NORMAL
Moncloa;64;5;366.696 €;5730;5684;45.64;NORMAL
Usera;56;5;293.421 €;5240;5308;-68.32;NORMAL
Usera;89;3;568.314 €;6386;6429;-43.44;NORMAL
Chamartin;63;4;393.871 €;6252;5751;500.93;NORMAL
Ciudad Lineal;102;2;599.151 €;5874;6740;-865.97;OPORTUNIDAD
Usera;88;1;198.530 €;2256;2613;-356.97;OPORTUNIDAD
Villaverde;109;5;532.395 €;4884;4915;-30.64;NORMAL
Barajas;147;4;387.012 €;2633;2630;2.74;NORMAL
Villa de Vallecas;69;2;188.060 €;2726;2964;-238.49;NORMAL
Chamberi;108;2;795.582 €;7367;6239;1127.51;NORMAL
Usera;69;4;385.187 €;5582;4811;771.43;NORMAL
Moratalaz;137;2;592.830 €;4327;3686;641.23;NORMAL
Barajas;50;1;205.895 €;4118;4528;-410.09;NORMAL
San Blas;100;1;252.026 €;2520;2664;-143.73;NORMAL
Puente de Vallecas;125;4;518.156 €;4145;5178;-1032.75;OPORTUNIDAD
Arganzuela;128;3;782.884 €;6116;6128;-11.71;NORMAL
Moratalaz;134;1;607.249 €;4532;5012;-480.29;NORMAL
San Blas;130;1;369.457 €;2842;2502;339.98;NORMAL
Centro;56;1;386.495 €;6902;6615;286.71;NORMAL
Ciudad Lineal;41;4;235.205 €;5737;6748;-1011.28;OPORTUNIDAD
Centro;53;3;305.201 €;5759;4954;804.51;NORMAL
Vicalvaro;140;2;352.888 €;2521;2618;-97.37;NORMAL
Villaverde;43;4;107.133 €;2491;2593;-101.51;NORMAL
Ciudad Lineal;72;1;355.561 €;4938;4405;533.35;NORMAL
Ciudad Lineal;83;1;444.891 €;5360;5137;223.14;NORMAL
Barajas;141;3;504.925 €;3581;3002;579.03;NORMAL
Arganzuela;40;3;198.183 €;4955;4619;335.58;NORMAL
San Blas;64;1;253.596 €;3962;4371;-408.55;NORMAL
Arganzuela;91;5;236.112 €;2595;2968;-373.36;OPORTUNIDAD
Puente de Vallecas;86;2;246.593 €;2867;3266;-398.63;OPORTUNIDAD
Hortaleza;135;2;579.755 €;4294;3768;526.48;NORMAL
Centro;147;5;702.830 €;4781;4121;660.16;NORMAL
Barajas;147;3;737.718 €;5018;4608;410.5;NORMAL
Centro;81;1;354.529 €;4377;3785;591.91;NORMAL
San Blas;139;3;682.397 €;4909;5133;-223.67;NORMAL
Chamartin;61;5;262.519 €;4304;3897;406.6;NORMAL
Arganzuela;114;4;413.731 €;3629;3801;-171.77;NORMAL
Villaverde;80;4;523.881 €;6549;6889;-340.49;NORMAL
Hortaleza;129;1;732.006 €;5674;5228;446.47;NORMAL
Puente de Vallecas;103;3;408.047 €;3962;3673;288.63;NORMAL
Arganzuela;43;4;251.205 €;5842;6296;-454.01;NORMAL
Chamartin;77;1;360.274 €;4679;5079;-400.11;NORMAL
Vicalvaro;93;1;425.401 €;4574;5328;-753.79;OPORTUNIDAD
Barajas;42;4;91.952 €;2189;2640;-450.66;OPORTUNIDAD
Vicalvaro;75;4;467.739 €;6237;6013;223.53;NORMAL
Retiro;84;3;304.120 €;3620;3333;287.49;NORMAL
Centro;87;1;268.461 €;3086;2619;466.77;NORMAL
San Blas;139;3;908.050 €;6533;5523;1009.74;NORMAL
Puente de Vallecas;61;5;332.059 €;5444;4718;725.6;NORMAL
Villaverde;120;3;624.436 €;5204;5176;27.64;NORMAL
Arganzuela;131;5;728.910 €;5564;6496;-931.8;OPORTUNIDAD
Villa de Vallecas;67;3;207.855 €;3102;2688;414.32;NORMAL
Chamartin;148;4;505.424 €;3415;3751;-335.97;NORMAL
Chamartin;146;2;755.531 €;5175;5080;94.87;NORMAL
Barajas;141;5;389.020 €;2759;2743;16.01;NORMAL
San Blas;106;3;478.980 €;4519;3847;671.69;NORMAL
San Blas;87;1;464.692 €;5341;4981;360.29;NORMAL
Moncloa;82;3;361.011 €;4403;4583;-180.42;NORMAL
Usera;140;1;931.493 €;6654;5557;1096.52;NORMAL
Puente de Vallecas;43;2;203.481 €;4732;4567;165.13;NORMAL
Puente de Vallecas;117;4;287.743 €;2459;2789;-329.65;OPORTUNIDAD
Villaverde;66;2;341.806 €;5179;5395;-216.12;NORMAL
Centro;137;4;633.978 €;4628;4965;-337.42;NORMAL
Villaverde;119;5;548.723 €;4611;4039;572.12;NORMAL
Carabanchel;109;3;680.047 €;6239;6594;-355.03;NORMAL
Latina;44;3;162.054 €;3683;3682;1.05;NORMAL
Villa de Vallecas;71;3;272.587 €;3839;4205;-365.74;NORMAL
Barajas;52;5;329.699 €;6340;5751;589.38;NORMAL
Chamberi;81;1;452.548 €;5587;5360;227.02;NORMAL
Ciudad Lineal;78;1;273.545 €;3507;4338;-831.0;OPORTUNIDAD
Centro;123;4;762.055 €;6196;6601;-405.42;NORMAL
Tetuan;149;4;550.207 €;3693;3881;-188.33;NORMAL
Villa de Vallecas;69;2;200.484 €;2906;3526;-620.42;OPORTUNIDAD
Chamartin;128;4;330.386 €;2581;3112;-530.86;OPORTUNIDAD
Latina;56;4;208.937 €;3731;3198;533.02;NORMAL
Villaverde;48;3;280.111 €;5836;6185;-349.34;NORMAL
Chamberi;90;2;551.402 €;6127;5606;520.69;NORMAL
Moratalaz;129;2;536.475 €;4159;3564;594.73;NORMAL
Vicalvaro;145;5;475.278 €;3278;2999;278.78;NORMAL
Moncloa;150;2;574.886 €;3833;3909;-76.42;NORMAL
Arganzuela;63;3;288.098 €;4573;4884;-311.01;NORMAL
Salamanca;78;3;249.873 €;3204;2765;438.51;NORMAL
Puente de Vallecas;94;2;340.553 €;3623;3286;336.91;NORMAL
Arganzuela;146;1;837.376 €;5735;6156;-420.55;NORMAL
Carabanchel;95;4;281.340 €;2961;2751;210.48;NORMAL
Centro;98;2;346.283 €;3534;3023;510.5;NORMAL
Chamberi;119;1;759.376 €;6381;5790;591.32;NORMAL
Chamberi;120;2;565.646 €;4714;5750;-1036.28;OPORTUNIDAD
Salamanca;92;3;434.400 €;4722;4233;488.75;NORMAL
Tetuan;106;1;397.181 €;3747;3258;489.0;NORMAL
Hortaleza;55;5;234.901 €;4271;3583;687.94;NORMAL
Arganzuela;92;5;617.103 €;6708;6300;407.65;NORMAL
Arganzuela;53;2;214.012 €;4038;4491;-453.02;OPORTUNIDAD
San Blas;40;2;280.178 €;7004;6660;344.47;NORMAL
Villaverde;143;5;883.711 €;6180;5541;638.8;NORMAL
Tetuan;130;4;890.902 €;6853;5967;886.1;NORMAL
Chamartin;106;1;340.693 €;3214;3286;-71.91;NORMAL
Moratalaz;79;5;473.536 €;5994;5926;68.13;NORMAL
Villa de Vallecas;95;1;405.548 €;4269;3869;399.93;NORMAL
Usera;99;5;580.755 €;5866;6663;-796.79;OPORTUNIDAD
Chamartin;64;2;182.585 €;2853;2966;-113.1;NORMAL
Usera;96;1;555.561 €;5787;5429;358.1;NORMAL
Vicalvaro;109;3;345.600 €;3171;3758;-587.35;OPORTUNIDAD
Barajas;99;1;329.704 €;3330;3040;290.35;NORMAL
Barajas;130;3;1.045.056 €;8039;6806;1232.89;NORMAL
Barajas;42;3;259.949 €;6189;6499;-309.72;NORMAL
Latina;55;4;165.230 €;3004;2948;56.2;NORMAL
San Blas;80;2;404.042 €;5051;4209;841.53;NORMAL
Chamberi;143;1;531.761 €;3719;3656;62.61;NORMAL
Villaverde;118;3;408.554 €;3462;3753;-290.67;NORMAL
Latina;105;5;468.720 €;4464;5171;-707.0;OPORTUNIDAD
Barajas;123;4;550.515 €;4476;4132;343.74;NORMAL
Puente de Vallecas;146;3;709.353 €;4859;5451;-592.42;OPORTUNIDAD
Chamberi;106;1;446.963 €;4217;4084;132.64;NORMAL
Usera;104;1;478.032 €;4596;4639;-42.54;NORMAL
Puente de Vallecas;87;1;329.231 €;3784;3325;459.27;NORMAL
Vicalvaro;147;5;563.493 €;3833;3671;162.29;NORMAL
Salamanca;73;4;341.544 €;4679;4969;-290.31;NORMAL
San Blas;100;2;408.061 €;4081;3609;471.61;NORMAL
Salamanca;64;1;352.765 €;5512;6170;-658.05;OPORTUNIDAD
Chamberi;48;1;270.157 €;5628;6854;-1225.71;OPORTUNIDAD
Vicalvaro;129;2;558.020 €;4326;3693;632.74;NORMAL
Salamanca;100;5;278.019 €;2780;3413;-632.81;OPORTUNIDAD
Puente de Vallecas;83;1;425.468 €;5126;6367;-1240.87;OPORTUNIDAD
Barajas;49;3;309.429 €;6315;5621;693.89;NORMAL
Centro;92;1;455.418 €;4950;4728;222.2;NORMAL
Centro;87;4;507.075 €;5828;5790;38.45;NORMAL
Moratalaz;42;4;245.025 €;5834;6862;-1028.06;OPORTUNIDAD
Retiro;115;4;538.296 €;4681;4812;-131.16;NORMAL
Hortaleza;84;3;491.894 €;5856;5333;522.89;NORMAL
Chamartin;40;4;184.675 €;4617;5333;-716.11;OPORTUNIDAD
Chamartin;144;2;532.148 €;3695;4001;-305.52;NORMAL
Villaverde;41;5;287.977 €;7024;6782;241.83;NORMAL
Usera;121;4;601.834 €;4974;5818;-844.16;OPORTUNIDAD
Ciudad Lineal;52;1;214.269 €;4121;3787;333.57;NORMAL
Latina;61;1;187.801 €;3079;2748;330.71;NORMAL
Latina;142;1;441.245 €;3107;2642;465.36;NORMAL
Moratalaz;52;3;265.755 €;5111;4571;539.69;NORMAL
Puente de Vallecas;79;1;492.291 €;6232;5441;790.53;NORMAL
Moratalaz;86;4;203.454 €;2366;2631;-265.25;OPORTUNIDAD
Hortaleza;78;4;254.104 €;3258;3182;75.75;NORMAL
Salamanca;61;4;283.291 €;4644;5707;-1062.88;OPORTUNIDAD
Villa de Vallecas;137;4;541.885 €;3955;3749;206.37;NORMAL
Moratalaz;66;1;458.729 €;6950;6190;760.44;NORMAL
Usera;49;5;280.303 €;5720;4952;768.49;NORMAL
Usera;69;2;398.493 €;5775;5739;36.27;NORMAL
Ciudad Lineal;135;2;652.128 €;4831;5415;-584.42;OPORTUNIDAD
Villaverde;149;1;437.387 €;2935;3424;-488.51;OPORTUNIDAD
Puente de Vallecas;102;2;697.322 €;6836;6328;508.49;NORMAL
Arganzuela;93;1;505.155 €;5432;4547;884.78;NORMAL
Arganzuela;96;1;285.700 €;2976;3422;-445.96;OPORTUNIDAD
Hortaleza;137;2;767.254 €;5600;5933;-332.6;NORMAL
Vicalvaro;44;4;239.662 €;5447;6765;-1318.12;OPORTUNIDAD
Usera;44;1;241.630 €;5492;5274;217.61;NORMAL
San Blas;71;4;338.618 €;4769;5775;-1005.73;OPORTUNIDAD
Villa de Vallecas;87;4;260.898 €;2999;3291;-292.17;NORMAL
Latina;48;5;224.011 €;4667;3975;691.91;NORMAL
Chamberi;93;1;318.800 €;3428;3688;-260.04;NORMAL
Villa de Vallecas;53;3;182.216 €;3438;4253;-814.95;OPORTUNIDAD
Villa de Vallecas;132;1;892.429 €;6761;6342;418.83;NORMAL
Hortaleza;130;3;557.031 €;4285;3659;625.86;NORMAL
Ciudad Lineal;106;5;517.553 €;4883;4547;335.58;NORMAL
Carabanchel;95;3;250.071 €;2632;3065;-432.67;OPORTUNIDAD
Retiro;94;5;278.081 €;2958;3276;-317.68;NORMAL
Moratalaz;124;4;285.250 €;2300;2779;-478.59;OPORTUNIDAD
Villaverde;58;1;199.437 €;3439;3262;176.58;NORMAL
Carabanchel;100;1;461.671 €;4617;4586;30.72;NORMAL
Moncloa;81;2;466.389 €;5758;5114;643.89;NORMAL
Chamberi;78;5;425.086 €;5450;6703;-1253.17;OPORTUNIDAD
Arganzuela;52;5;311.816 €;5996;6149;-152.53;NORMAL
Villa de Vallecas;40;2;106.644 €;2666;2733;-66.88;NORMAL
Salamanca;101;2;391.294 €;3874;4001;-126.8;NORMAL
Carabanchel;94;3;395.594 €;4208;3599;609.45;NORMAL
Carabanchel;53;1;354.030 €;6680;6738;-58.18;NORMAL
Salamanca;148;4;681.072 €;4602;4236;365.84;NORMAL
Moncloa;114;4;716.979 €;6289;5401;888.3;NORMAL
Moratalaz;106;4;545.810 €;5149;5264;-114.85;NORMAL
Moncloa;117;1;501.112 €;4283;4166;117.01;NORMAL
Chamberi;110;5;689.784 €;6271;5249;1021.77;NORMAL
Hortaleza;147;2;681.145 €;4634;4946;-312.36;NORMAL
Tetuan;102;1;431.343 €;4229;3839;389.85;NORMAL
Ciudad Lineal;125;5;919.863 €;7359;6585;773.91;NORMAL
Arganzuela;63;2;205.707 €;3265;3962;-696.81;OPORTUNIDAD
Latina;84;1;556.294 €;6623;6942;-319.44;NORMAL
Carabanchel;53;1;280.352 €;5290;6341;-1051.33;OPORTUNIDAD
Moncloa;75;5;421.256 €;5617;6993;-1376.24;OPORTUNIDAD
Arganzuela;45;5;263.366 €;5853;5064;788.6;NORMAL
Hortaleza;68;4;266.499 €;3919;3874;45.11;NORMAL
San Blas;82;2;385.790 €;4705;4936;-231.23;NORMAL
Usera;80;3;464.026 €;5800;5855;-54.67;NORMAL
Barajas;131;1;723.510 €;5523;5110;412.98;NORMAL
Hortaleza;73;3;301.174 €;4126;5025;-899.32;OPORTUNIDAD
Carabanchel;149;3;920.907 €;6181;6997;-816.41;OPORTUNIDAD
Chamartin;66;3;229.570 €;3478;4282;-803.66;OPORTUNIDAD
Centro;43;4;177.780 €;4134;4209;-74.57;NORMAL
Carabanchel;99;2;568.465 €;5742;4852;890.07;NORMAL
Vicalvaro;139;4;783.199 €;5635;6676;-1041.47;OPORTUNIDAD
Ciudad Lineal;129;2;715.942 €;5550;5686;-136.06;NORMAL
Puente de Vallecas;73;3;352.324 €;4826;4344;482.36;NORMAL
San Blas;69;1;506.408 €;7339;6356;983.26;NORMAL
Arganzuela;64;2;430.774 €;6731;6066;664.84;NORMAL
Barajas;54;1;159.033 €;2945;3144;-198.93;NORMAL
Hortaleza;108;5;613.927 €;5685;6151;-466.49;NORMAL
Moratalaz;58;3;194.618 €;3355;2811;544.5;NORMAL
Chamartin;97;3;302.636 €;3120;3505;-385.03;OPORTUNIDAD
Tetuan;88;5;308.492 €;3506;4365;-859.4;OPORTUNIDAD
Ciudad Lineal;148;3;719.861 €;4864;5961;-1097.07;OPORTUNIDAD
Salamanca;72;2;475.063 €;6598;6136;462.1;NORMAL
Ciudad Lineal;141;3;429.323 €;3045;3238;-193.15;NORMAL
Villa de Vallecas;75;2;506.650 €;6755;6153;602.34;NORMAL
Chamberi;80;1;411.188 €;5140;5816;-676.14;OPORTUNIDAD
Arganzuela;147;2;912.723 €;6209;5381;828.0;NORMAL
Retiro;140;3;770.834 €;5506;4747;758.96;NORMAL
Salamanca;41;5;172.458 €;4206;4634;-427.69;NORMAL
Barajas;98;5;569.846 €;5815;5498;316.76;NORMAL
Ciudad Lineal;75;3;374.819 €;4998;4868;129.59;NORMAL
Vicalvaro;114;4;848.353 €;7442;6846;595.7;NORMAL
Usera;80;5;356.510 €;4456;5474;-1017.62;OPORTUNIDAD
Villaverde;73;4;221.822 €;3039;3298;-259.33;NORMAL
Latina;140;3;718.500 €;5132;5573;-440.85;NORMAL
Vicalvaro;57;4;146.793 €;2575;2536;39.33;NORMAL
Retiro;74;3;199.512 €;2696;2787;-90.89;NORMAL
Moratalaz;67;5;225.821 €;3370;2918;452.46;NORMAL
Ciudad Lineal;111;4;477.907 €;4305;4837;-531.53;OPORTUNIDAD
Latina;90;3;465.088 €;5168;5214;-46.35;NORMAL
Tetuan;40;3;197.948 €;4949;4470;478.71;NORMAL
Chamberi;60;4;351.318 €;5855;6820;-964.69;OPORTUNIDAD
Puente de Vallecas;40;4;92.882 €;2322;2655;-332.95;OPORTUNIDAD
Chamartin;70;2;415.114 €;5930;6029;-98.79;NORMAL
Moratalaz;141;3;487.325 €;3456;3542;-85.79;NORMAL
Retiro;145;3;484.401 €;3341;3577;-236.3;NORMAL
Barajas;122;4;453.121 €;3714;4519;-804.89;OPORTUNIDAD
Ciudad Lineal;137;4;615.860 €;4495;5444;-948.67;OPORTUNIDAD
Moncloa;48;1;221.724 €;4619;5167;-547.74;OPORTUNIDAD
Moncloa;72;3;485.103 €;6738;5694;1043.55;NORMAL
Retiro;135;2;989.698 €;7331;6422;909.1;NORMAL
Usera;78;3;301.022 €;3859;3318;541.27;NORMAL
Moratalaz;112;1;421.830 €;3766;4165;-398.65;NORMAL
Centro;40;4;262.750 €;6569;5801;767.75;NORMAL
Moncloa;98;3;472.961 €;4826;5739;-912.86;OPORTUNIDAD
Retiro;133;2;522.300 €;3927;3968;-40.93;NORMAL
Moncloa;147;3;502.027 €;3415;3782;-366.85;NORMAL
Hortaleza;42;1;212.519 €;5060;6196;-1136.0;OPORTUNIDAD
Villaverde;90;2;222.314 €;2470;2645;-174.84;NORMAL
Moncloa;111;2;475.763 €;4286;3580;706.16;NORMAL
Villaverde;111;5;380.947 €;3432;3567;-135.04;NORMAL
Carabanchel;80;5;344.989 €;4312;3814;498.37;NORMAL
Puente de Vallecas;148;4;514.207 €;3474;3936;-461.62;OPORTUNIDAD
Arganzuela;47;5;315.860 €;6720;6481;239.43;NORMAL
Carabanchel;42;5;243.407 €;5795;6546;-750.58;OPORTUNIDAD
Moratalaz;119;5;336.756 €;2830;2885;-55.12;NORMAL
Moratalaz;87;4;265.631 €;3053;3178;-124.77;NORMAL
Hortaleza;109;3;312.695 €;2869;3517;-648.23;OPORTUNIDAD
Ciudad Lineal;123;5;1.018.929 €;8284;6932;1351.98;NORMAL
Villa de Vallecas;67;1;173.145 €;2584;2965;-380.74;OPORTUNIDAD
Vicalvaro;121;2;351.378 €;2904;3046;-142.05;NORMAL
Tetuan;50;1;191.876 €;3838;3242;595.53;NORMAL
Chamartin;84;4;310.428 €;3696;4607;-911.42;OPORTUNIDAD
Hortaleza;129;4;569.105 €;4412;4807;-395.33;NORMAL
Latina;81;5;372.570 €;4600;4527;72.63;NORMAL
Moncloa;53;2;234.427 €;4423;4273;150.17;NORMAL
Vicalvaro;66;3;445.889 €;6756;6273;482.9;NORMAL
Moncloa;91;5;293.267 €;3223;3385;-162.28;NORMAL
Salamanca;52;4;175.221 €;3370;3640;-270.35;NORMAL
Villa de Vallecas;84;3;290.996 €;3464;2945;519.25;NORMAL
